X..name,mass,radius,orbital_period,eccentricity,discovered,detection_type,mass_detection_type,radius_detection_type,ra,dec,star_distance,star_metallicity,star_mass,star_radius,star_age,star_teff,detection,mass_group,radius_group,star_mass_group,star_radius_group,discovery_group,metallicity_group,temperature_group
HD 103720 b,0.62,NA,4.5557,0.086,2014,Radial Velocity,Radial Velocity,,179.170833347,-2.778888914,41.6,-0.02,0.794,0.73,3.8,5017,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
HD 103774 b,0.367,NA,5.8881,0.09,2013,Radial Velocity,,,179.2333,-12.1078,55,0.28,1.335,NA,1.05,6489,Radial Velocity,low mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Hotter than Sun
HD 104067 b,0.186,NA,55.806,0,2009,Radial Velocity,,,179.7916667,-20.3538889,20.8,-0.06,0.791,NA,4.33,4969,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,Metal Poor Star,Colder than Sun
HD 10442 b,2.1,NA,1043,0.11,2014,Primary Transit,Radial Velocity,,25.4714266844,2.70437918417,NA,0.11,1.56,NA,NA,5034,Primary Transit,high mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Colder than Sun
HD 104985 b,8.3,NA,199.505,0.09,2003,Radial Velocity,,,181.3125,76.9055556,102,-0.35,1.6,10.87,2.95,4786,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,Metal Poor Star,Colder than Sun
HD 106252 b,32.9,NA,1600,0.47,2002,Radial Velocity,,,183.3708333,10.0413889,37.44,-0.078,0.96,1.09,5.02,5754,Radial Velocity,high mass planet,large planet,low mass star,large star,1998-2002,Metal Poor Star,Colder than Sun
HD 106270 b,11,NA,2890,0.402,2011,Radial Velocity,,,183.4041667,-9.5133333,84.9,0.08,1.32,2.5,4.3,5638,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 106315 b,0.0396,0.218,9.5521,0.3,2017,Primary Transit,,Primary Transit,183.470833351,-0.393611127,107.3,-0.24,1.07,1.18,4,6290,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
HD 106315 c,0.0478,0.352,21.0576,0.23,2017,Primary Transit,,Primary Transit,183.470833351,-0.393611127,107.3,-0.24,1.07,1.18,4,6290,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
HD 10647 b,0.93,NA,1003,0.1,2003,Radial Velocity,,,25.6208333,-53.7408333,17.3,-0.078,1.1,1.1,4.8,6039,Radial Velocity,low mass planet,large planet,high mass star,large star,2003-2007,Metal Poor Star,Hotter than Sun
HD 106515 A b,9.61,NA,3630,0.572,2011,Radial Velocity,,,183.7791667,-7.2572222,35.2,0.01,0.91,NA,6,5232,Radial Velocity,high mass planet,NA,low mass star,NA,2008-2012,Metal Rich Star,Colder than Sun
HD 106906 b,11,NA,NA,NA,2013,Imaging,,,184.470833351,-54.024444418,92,NA,1.5,NA,0.013,6516,Imaging,high mass planet,NA,high mass star,NA,After 2013,NA,Hotter than Sun
HD 10697 b,6.83,NA,1076.4,0.1,2000,Radial Velocity,,,26.2291667,20.0830556,32.56,0.1,1.15,1.72,6.9,5641,Radial Velocity,high mass planet,large planet,high mass star,large star,1998-2002,Metal Rich Star,Colder than Sun
HD 107148 b,0.21,NA,48.056,0.05,2006,Radial Velocity,,,184.8041667,-3.3197222,51.3,0.314,1.12,NA,5.6,5797,Radial Velocity,low mass planet,NA,high mass star,NA,2003-2007,Metal Rich Star,Hotter than Sun
HD 108147 b,0.261,NA,10.8985,0.53,2002,Radial Velocity,,,186.4416667,-64.0219444,38.57,0.18,1.19,1.22,1.98,6067,Radial Velocity,low mass planet,large planet,high mass star,large star,1998-2002,Metal Rich Star,Hotter than Sun
HD 108341 b,3.5,NA,1129,0.85,2014,Radial Velocity,Radial Velocity,,186.879166677,-71.423055569,49.4,0.04,0.843,0.79,4.9,5122,Radial Velocity,high mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
HD 108863 b,2.6,NA,443.4,0.1,2011,Radial Velocity,,,187.5833333,21.9483333,139,0.2,1.85,5.6,1.8,4956,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 108874 b,1.36,NA,395.4,0.07,2003,Radial Velocity,,,187.6083333,22.8797222,68.5,0.14,1,1.22,7.26,5407,Radial Velocity,high mass planet,large planet,low mass star,large star,2003-2007,Metal Rich Star,Colder than Sun
HD 108874 c,1.018,NA,1605.8,0.25,2005,Radial Velocity,,,187.6083333,22.8797222,68.5,0.14,1,1.22,7.26,5407,Radial Velocity,high mass planet,large planet,low mass star,large star,2003-2007,Metal Rich Star,Colder than Sun
HD 109246 b,0.77,NA,68.27,0.12,2010,Radial Velocity,,,188.0291667,74.4894444,65.6,0.1,1.01,1.02,NA,5844,Radial Velocity,low mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Hotter than Sun
HD 109271 b,0.054,NA,7.8543,0.25,2013,Radial Velocity,,,188.4,-11.6219,62,0.1,1.047,NA,7.3,5783,Radial Velocity,low mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Hotter than Sun
HD 109271 c,0.076,NA,30.93,0.15,2013,Radial Velocity,,,188.4,-11.6219,62,0.1,1.047,NA,7.3,5783,Radial Velocity,low mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Hotter than Sun
HD 109749 b,0.28,0.99,5.23921,0.0451,2005,Radial Velocity,Radial Velocity,Theoretical,189.3166667,-40.8119444,59,0.25,1.2,NA,10.3,5610,Radial Velocity,low mass planet,small planet,high mass star,NA,2003-2007,Metal Rich Star,Colder than Sun
HD 110014 b,10.7,NA,882.6,0.26,2009,Radial Velocity,,,189.8083333,-7.9955556,90,0.19,2.17,20.9,0.95,4445,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 110014 c,3.1,NA,130,0.44,2015,Radial Velocity,,,189.8083333,-7.9955556,90,0.19,2.17,20.9,0.95,4445,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
HD 111232 b,6.8,NA,1143,0.2,2004,Radial Velocity,,,192.2125,-68.425,29,-0.36,0.78,NA,5.2,5494,Radial Velocity,high mass planet,NA,low mass star,NA,2003-2007,Metal Poor Star,Colder than Sun
HD 111591 b,4.4,NA,1056.4,0.26,2017,Radial Velocity,Radial Velocity,,192.570833339,22.863333361,108,0.07,1.94,8.03,1.41,4884,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
HD 113337 b,2.83,NA,324,0.46,2013,Radial Velocity,,,195.4458,63.6103,36.9,0.07,1.4,1.5,0.15,6577,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
HD 113538 b,0.36,NA,663.2,0.14,2010,Radial Velocity,Radial Velocity,,196.2375,-52.4430556,15.8,-0.24,0.585,0.53,4.3,4462,Radial Velocity,low mass planet,NA,low mass star,small star,2008-2012,Metal Poor Star,Colder than Sun
HD 113538 c,0.93,NA,1818,0.2,2010,Radial Velocity,Radial Velocity,,196.2375,-52.4430556,15.8,-0.24,0.585,0.53,4.3,4462,Radial Velocity,low mass planet,NA,low mass star,small star,2008-2012,Metal Poor Star,Colder than Sun
HD 113996 b,6.3,NA,610.2,0.28,2017,Radial Velocity,Radial Velocity,,196.795833337,27.624722241,102,0.13,1.49,25.11,3.24,4181,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
HD 114386 b,1.24,NA,937,0.23,2003,Radial Velocity,,,197.6625,-35.0547222,28,0,0.75,0.76,2.19,4819,Radial Velocity,high mass planet,NA,low mass star,small star,2003-2007,Metal Poor Star,Colder than Sun
HD 114386 c,1.19,NA,1046,0.06,2011,Radial Velocity,,,197.6625,-35.0547222,28,0,0.75,0.76,2.19,4819,Radial Velocity,high mass planet,NA,low mass star,small star,2008-2012,Metal Poor Star,Colder than Sun
HD 114613 b,0.48,NA,3827,0.25,2014,Radial Velocity,,,198.012500001,-36.196944426,20.67,0.18,1.364,NA,NA,5729,Radial Velocity,low mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Colder than Sun
HD 114729 b,0.84,NA,1135,0.32,2002,Radial Velocity,,,198.1833333,-31.8733333,35,-0.22,0.93,1.46,4.58,5662,Radial Velocity,low mass planet,large planet,low mass star,large star,1998-2002,Metal Poor Star,Colder than Sun
HD 114762 b,10.98,NA,83.9151,0.3354,1989,Radial Velocity,,,198.0791667,17.5169444,39.46,-0.71,0.84,1.24,11.8,5934,Radial Velocity,high mass planet,large planet,low mass star,large star,1988-1992,Metal Poor Star,Hotter than Sun
HD 114783 b,6.3,NA,493.7,0.144,2001,Radial Velocity,,,198.1791667,-2.265,20.4,0.33,0.92,0.78,3.7,5105,Radial Velocity,high mass planet,NA,low mass star,small star,1998-2002,Metal Rich Star,Colder than Sun
HD 11506 b,3.44,NA,1270,0.22,2007,Radial Velocity,,,28.2125,-19.5069444,53.82,0.31,1.19,1.38,5.4,6058,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Hotter than Sun
HD 11506 c,0.82,NA,170.46,0.42,2009,Radial Velocity,,,28.2125,-19.5069444,53.82,0.31,1.19,1.38,5.4,6058,Radial Velocity,low mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Hotter than Sun
HD 1160 b,79,NA,NA,NA,2012,Imaging,,,3.9875,4.2511111,103.5,-0.3,NA,NA,0.05,NA,Imaging,high mass planet,NA,NA,NA,2008-2012,Metal Poor Star,NA
HD 116029 b,2.1,NA,670.2,0.21,2011,Radial Velocity,,,200.1666667,24.6486111,123.2,0.18,1.58,4.6,2.7,4951,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 117207 b,2.06,NA,2627.08,0.16,2004,Radial Velocity,,,202.3375,-35.5708333,33,0.27,1.07,1.09,6.68,5432,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Colder than Sun
HD 11755 b,6.5,NA,433.7,0.19,2015,Radial Velocity,Radial Velocity,,29.70833335,73.152500005,231.5,-0.74,0.9,27.3,10.2,4312.5,Radial Velocity,high mass planet,large planet,low mass star,large star,After 2013,Metal Poor Star,Colder than Sun
HD 117618 b,0.178,NA,25.827,0.42,2004,Radial Velocity,,,203.1041667,-47.2711111,38,0.04,1.05,1.19,3.88,5861,Radial Velocity,low mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Hotter than Sun
HD 117618 c,0.2,NA,318,0,2013,Radial Velocity,,,203.1041667,-47.2711111,38,0.04,1.05,1.19,3.88,5861,Radial Velocity,low mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
HD 118203 b,2.14,1.05,6.13322,0.2943,2005,Radial Velocity,Radial Velocity,Theoretical,203.5083333,53.7283333,88.6,0.1,1.23,NA,4.6,5600,Radial Velocity,high mass planet,NA,high mass star,NA,2003-2007,Metal Rich Star,Colder than Sun
HD 119445 b,37.6,NA,410.2,0.082,2009,Radial Velocity,Radial Velocity,,205.620027843,41.6742842694,NA,0.04,3.9,20.5,NA,5083,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 11964 b,0.622,NA,1945,0.041,2005,Radial Velocity,,,29.2875,-10.2422222,33.98,0.17,1.125,2.18,9.56,5248,Radial Velocity,low mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Colder than Sun
HD 11964 c,0.079,NA,37.91,0.3,2005,Radial Velocity,,,29.2875,-10.2422222,33.98,0.17,1.125,2.18,9.56,5248,Radial Velocity,low mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Colder than Sun
HD 11977 b,6.29,NA,711,0.4,2005,Radial Velocity,,,28.7333333,-67.6472222,66.5,-0.21,1.91,13,1.25,4975,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,Metal Poor Star,Colder than Sun
HD 120084 b,4.5,NA,2082,0.66,2013,Radial Velocity,,,205.7167,78.0617,97.7,0.09,2.39,9.12,NA,4892,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
HD 121504 b,1.22,NA,63.33,0.03,2003,Radial Velocity,,,209.3208333,-56.04,44.37,0.16,1.18,NA,1.62,6075,Radial Velocity,high mass planet,NA,high mass star,NA,2003-2007,Metal Rich Star,Hotter than Sun
HD 122562 b,24,NA,2777,0.71,2016,Radial Velocity,Radial Velocity,,210.587500007,20.881388918,53.8,0.31,1.13,NA,NA,4958,Radial Velocity,high mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Colder than Sun
HD 12484 b,2.98,NA,58.83,0.07,2016,Radial Velocity,Radial Velocity,,30.612500009,2.815833362,51.1,0.05,1.01,NA,NA,5920,Radial Velocity,high mass planet,NA,high mass star,NA,After 2013,Metal Rich Star,Hotter than Sun
HD 125595 b,0.042,NA,9.6737,0,2009,Radial Velocity,,,215.3458333,-40.3938889,27.4,0.02,0.756,NA,3.53,4908,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,Metal Rich Star,Colder than Sun
HD 125612 b,3,NA,502,0.46,2007,Radial Velocity,,,215.225,-17.4813889,52.82,0.24,1.1,1.05,2.1,5897,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,Metal Rich Star,Hotter than Sun
HD 125612 c,0.058,NA,4.1547,0.27,2009,Radial Velocity,,,215.225,-17.4813889,52.82,0.24,1.1,1.05,2.1,5897,Radial Velocity,low mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Hotter than Sun
HD 125612 d,7.2,NA,3008,0.28,2009,Radial Velocity,,,215.225,-17.4813889,52.82,0.24,1.1,1.05,2.1,5897,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Hotter than Sun
HD 12648 b,2.9,NA,133.6,0.04,2015,Radial Velocity,Radial Velocity,,34.75,85.736111128,158.4,-0.57,1.2,9.2,4.5,4835.8,Radial Velocity,high mass planet,large planet,high mass star,large star,After 2013,Metal Poor Star,Colder than Sun
HD 126525 b,0.224,NA,948.12,0.13,2011,Radial Velocity,,,216.8875,-51.9330556,38.1,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 12661 b,2.3,NA,263.6,0.377,2000,Radial Velocity,,,31.1416667,25.4141667,37.16,0.29,1.07,1.12,7.05,5742,Radial Velocity,high mass planet,large planet,high mass star,large star,1998-2002,Metal Rich Star,Colder than Sun
HD 12661 c,1.57,NA,1708,0.031,2002,Radial Velocity,,,31.1416667,25.4141667,37.16,0.29,1.07,1.12,7.05,5742,Radial Velocity,high mass planet,large planet,high mass star,large star,1998-2002,Metal Rich Star,Colder than Sun
HD 126614 b,0.38,NA,1244,0.41,2010,Radial Velocity,,,216.7,-5.1777778,72.4,0.56,1.145,1.09,7.2,5585,Radial Velocity,low mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 128311 b,2.18,NA,448.6,0.25,2002,Radial Velocity,,,219,9.7463889,16.6,0.08,0.84,0.73,0.39,4965,Radial Velocity,high mass planet,NA,low mass star,small star,1998-2002,Metal Rich Star,Colder than Sun
HD 128311 c,4.19,NA,919,0.17,2005,Radial Velocity,,,219,9.7463889,16.6,0.08,0.84,0.73,0.39,4965,Radial Velocity,high mass planet,NA,low mass star,small star,2003-2007,Metal Rich Star,Colder than Sun
HD 128356 b,0.89,NA,298.2,0.57,2016,Radial Velocity,Radial Velocity,,219.270833335,-25.802500018,26.03,0.17,0.65,0.85,10,4875,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
HD 129445 b,1.6,NA,1840,0.7,2010,Radial Velocity,,,221.5125,-68.7625,67.61,0.25,0.99,NA,NA,NA,Radial Velocity,high mass planet,NA,low mass star,NA,2008-2012,Metal Rich Star,NA
HD 130322 b,1.05,NA,10.72,0.044,1999,Radial Velocity,,,221.8875,0.2813889,30,-0.02,0.79,0.83,0.35,5330,Radial Velocity,high mass planet,NA,low mass star,small star,1998-2002,Metal Poor Star,Colder than Sun
HD 131496 b,2.2,NA,883,0.163,2011,Radial Velocity,,,223.3458333,18.2352778,110,0.25,1.61,4.6,2.7,4927,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 13189 b,14,NA,471.6,0.27,2005,Radial Velocity,,,32.4166667,32.3163889,185,NA,4.5,50.39,NA,NA,Radial Velocity,high mass planet,large planet,high mass star,large star,2003-2007,NA,NA
HD 132406 b,5.61,NA,974,0.34,2007,Radial Velocity,,,224.2291667,53.3822222,71,0.18,1.09,NA,6.4,5885,Radial Velocity,high mass planet,NA,high mass star,NA,2003-2007,Metal Rich Star,Hotter than Sun
HD 132563 B b,1.49,NA,1544,0.22,2011,Radial Velocity,,,224.5875,44.0433333,96,-0.19,1.01,NA,5,5985,Radial Velocity,high mass planet,NA,high mass star,NA,2008-2012,Metal Poor Star,Hotter than Sun
HD 133131 A b,1.43,NA,649,0.32,2016,Radial Velocity,,,225.899193804,-27.8409866895,47,-0.306,0.95,NA,9.7,5799,Radial Velocity,high mass planet,NA,low mass star,NA,After 2013,Metal Poor Star,Hotter than Sun
HD 133131 A c,0.48,NA,3407,0.47,2016,Radial Velocity,Radial Velocity,,225.899193804,-27.8409866895,47,-0.306,0.95,NA,9.7,5799,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,Metal Poor Star,Hotter than Sun
HD 133131 B b,2.5,NA,6119,0.62,2016,Radial Velocity,Radial Velocity,,225.899193804,-27.8409866895,47,-0.281,0.93,NA,9.7,5805,Radial Velocity,high mass planet,NA,low mass star,NA,After 2013,Metal Poor Star,Hotter than Sun
HD 134060 b,0.0351,NA,3.27,0.4,2011,Radial Velocity,,,227.6875,-61.4222222,24.2,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 134060 c,0.1507,NA,1160.9,0.75,2011,Radial Velocity,,,227.6875,-61.4222222,24.2,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 134113 b,47,NA,201.68,0.0891,2016,Radial Velocity,Radial Velocity,,226.945833349,8.87972225,71.9,-0.74,0.81,NA,NA,5782,Radial Velocity,high mass planet,NA,low mass star,NA,After 2013,Metal Poor Star,Hotter than Sun
HD 134606 b,0.0292,NA,12.083,0.15,2011,Radial Velocity,,,228.8125,-70.5197222,26.5,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 134606 c,0.0382,NA,59.519,0.29,2011,Radial Velocity,,,228.8125,-70.5197222,26.5,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 134606 d,0.121,NA,459.26,0.46,2011,Radial Velocity,,,228.8125,-70.5197222,26.5,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 134987 b,1.59,NA,258.19,0.233,1999,Radial Velocity,,,228.3666667,-25.3091667,22.2,0.25,1.07,1.25,9.7,5740,Radial Velocity,high mass planet,large planet,high mass star,large star,1998-2002,Metal Rich Star,Colder than Sun
HD 134987 c,0.82,NA,5000,0.12,2009,Radial Velocity,,,228.3666667,-25.3091667,22.2,0.25,1.07,1.25,9.7,5740,Radial Velocity,low mass planet,large planet,high mass star,large star,2008-2012,Metal Rich Star,Colder than Sun
HD 136352 b,0.0166,NA,11.577,0.18,2011,Radial Velocity,,,230.45,-48.3175,14.8,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 136352 c,0.0358,NA,27.582,0.16,2011,Radial Velocity,,,230.45,-48.3175,14.8,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 136352 d,0.03,NA,106.72,0.43,2011,Radial Velocity,,,230.45,-48.3175,14.8,NA,NA,NA,NA,NA,Radial Velocity,low mass planet,NA,NA,NA,2008-2012,NA,NA
HD 136418 b,2,NA,464.3,0.255,2010,Radial Velocity,,,229.7791667,41.7333333,98.2,-0.07,1.33,3.4,4,5071,Radial Velocity,high mass planet,large planet,high mass star,large star,2008-2012,Metal Poor Star,Colder than Sun
